ADDRESS
"2501 Magin Meadow Dr, Austin, TX"
"E 5Th St And San Saba St, Austin, TX"
"11305 Nicole Cove, Austin, TX"
"1411 Cometa, Austin, TX"
"3605 Steck Ave, Austin, TX"
"700 San Jacinto Blvd, Austin, TX"
"14201 N Ih 35, Austin, TX"
"12424 Research, Austin, TX"
"Manchaca Rd And W Stassney Ln, Austin, TX"
"6405 Circle S Road, Austin, TX"
"Esperanza Road And Burnet Road, Austin, TX"
"12204 Alcanza Drive, Austin, TX"
"1215 Fort Branch, Austin, TX"
"8908 N Lamar Blvd, Austin, TX"
"Terry Ln And Hwy 71, Austin, TX"
"6103 Dooley Trail, Austin, TX"
"3317 Savage Springs, Austin, TX"
"2500 Dovewood, Austin, TX"
"Alpine Drive And Swiss Drive, Del Valle, TX"
"6403 Johnny Morris Road, Austin, TX"
"Blue Bonnet & Blue Crest, Austin, TX"
"S1St/Eberhart, Austin, TX"
"1140 Lott, Austin, TX"
"7976 Research Blvd, Austin, TX"
"10206 N I H 35 # B, Austin, TX"
"Glade Line Dr And Meadow Lake Blvd, Austin, TX"
"2005 Justin Lane, Austin, TX"
"10Th And Red River, Austin, TX"
"Merseyside Drive And Harris Ridge Blvd, Pflugerville, TX"
"9200 North Plaza Drive, Austin, TX"
"2703 Channing Circle, Austin, TX"
"East Rundberg Lane And North Creek Drive, Austin, TX"
"4Th & Chicon, Austin, TX"
"George Bush St/Hwy 290, Manor, TX"
"Cameron Road And Us 290 Service Roadeast Bound, Austin, TX"
"1401E Rundberg Lane, Austin, TX"
"12300 Riata Trace Parkway, Austin, TX"
"Ih35/ St Johns, Austin, TX"
"290 And Dudmar, Austin, TX"
"Research Blvd & Shoal Creek Blvd, Austin, TX"
"1602 Springdale Rd, Austin, TX"
"6801 Bryn Mawr, Austin, TX"
"Dk Ranch & Barrington Way, Austin, TX"
"Us 183 And Burleson Road, Austin, TX"
"2510 Euclid Avenue, Austin, TX"
"100 West Parson Street, Manor, TX"
"5309 Nuckols Crossing Rd, Austin, TX"
"3212 Oakmont, Austin, TX"
"81 San Marcos St, Austin, TX"
"1109 Fiesta St, Austin, TX"
"Gemmer St And Proud Panda Dr, Del Valle, TX"
"William Cannon Drive, Austin, TX"
"Kind Way And Hunters Bend Road, Austin, TX"
"7200 Creekside Rd, Austin, TX"
"Robinson Ave & 38 1/2 St, Austin, TX"
"6505 Auburndale, Austin, TX"
"923 East 50Th Street, Austin, TX"
"1700 Parmer Lane West, Austin, TX"
"10739 Old Lockhart Road, Travis, TX"
"South Pleasant Valley And Teri Road, Austin, TX"
"Townsborough And Shannon, Austin, TX"
"12419 Metric Blvd., Austin, TX"
"Mary Moore Park, Austin, TX"
"Fm 2222 And Mopac Expy, Austin, TX"
"12707 Lamp Light Village Ave, Austin, TX"
"7689 Dewau Ln, Austin, TX"
"13119 Broughton Way, Austin, TX"
"1604 E 11Th St, Austin, TX"
"2542 W Howard Ln, Austin, TX"
"4201 Monterey Oaks, Austin, TX"
"Lavendale Ct, Austin, TX"
"6112 Turtle Dove Drive, Austin, TX"
"S 1St St & Mulberry Dr, Austin, TX"
"8714 Fm812, Del Valle, TX"
"807 West Live Oak, Austin, TX"
"1910 Los Olivios Way, Austin, TX"
"5952 Hammerhill Run, Austin, TX"
"2015 E Riverside Drive, Austin, TX"
"7707 Ih 35, Austin, TX"
"4501 Springdale Rd, Austin, TX"
"1000 East 50Th Street, Austin, TX"
"5810 Trade Center Drive, Austin, TX"
"Lyons/Tillery, Austin, TX"
"10714 Newmont # B, Austin, TX"
"Round Mountain & 2243, Travis, TX"
"S Pleasant Valley Rd And Nuckols Crossing Rd, Austin, TX"
"503 W 27Th Street, Austin, TX"
"E Rundberg Ln And N Ih-35 Rd, Austin, TX"
"2312 Thrasher Ln, Austin, TX"
"6405 Ponca Street, Austin, TX"
"18011 Werchan, Manor, TX"
"1700 Blk Magazine Dr, Austin, TX"
"3907 Clay Lane, Austin, TX"
"7803 Fm 969, Austin, TX"
"29Th St And Lamar, Austin, TX"
"Coleman Branch Creek Rd And Webberwood Way S, Travis, TX"
"Bradford Dr And Plymouth Dr, Austin, TX"
"7205 Hart Lane, Austin, TX"
"14701 Chaparral Dr, Travis, TX"
"Cameron And Radcliff, Austin, TX"
"115 Sandra Muraida Way, Austin, TX"
"5203 Stonegate, Austin, TX"
"Emerald Forest Dr & Salem Hill Dr, Austin, TX"
"500 East Anderson Lane, Austin, TX"
"805 Audrey Drive, Austin, TX"
"Colonial Park Blvd & Sussex Dr, Austin, TX"
"5016  Navarro Creek, Travis, TX"
"Springdale Rd & Rogge Ln, Austin, TX"
"9009 Great Hills Trl Building #17, Austin, TX"
"Birkman & Corona, Austin, TX"
"11200 Midberry Circle, Travis, TX"
"Geoffs And Marshitas Way, Austin, TX"
"14300 N Dessau Rd, Travis, TX"
"5203 Bogey Court, Austin, TX"
"1602 Citation Drive, Travis, TX"
"6922 Villita Avenida, Austin, TX"
"Texas Sun Drive, Austin, TX"
"5821 Alomar Cove, Austin, TX"
"North Lamar Boulevard And Airport Boulevard, Austin, TX"
"201 W  St Elmo Rd, Austin, TX"
"Manchaca Road & Old Manchaca Road, Austin, TX"
"2006 Haskell St, Austin, TX"
"Chester Forest Street, Austin, TX"
"Tech Ridge, Austin, TX"
"6405 Linda Ln, Austin, TX"
"3209 Ih-35, Austin, TX"
"N Ih35 And Parmer Ln, Austin, TX"
"6216 Palm Circle, Austin, TX"
"Kramer And Lamar, Austin, TX"
"16300 Central Commerce Drive, Pflugerville, TX"
"2751 Highway 71, Austin, TX"
"5206 Glissman Rd, Austin, TX"
"5604 Beachmont Ct, Austin, TX"
"6800 West Gate, Austin, TX"
"608 Elmwood Pl, Austin, TX"
"9318 N Ih 35 Hwy, Austin, TX"
"Hwy 183/ Airport, Austin, TX"
"Wells Port And Emmet, Austin, TX"
"5309 Prock, Austin, TX"
"4100 Avenue C, Austin, TX"
"Shadowview, Austin, TX"
"809 Neans Dr, Austin, TX"
"Westgate Ln, Austin, TX"
"3303 Doe Run, Austin, TX"
"5701 Loyola Lane, Austin, TX"
"Joe Tanner And Old Fredricksburg Rd, Austin, TX"
"West Stassney Lane And Hummingbird Lane, Austin, TX"
"515 E 39Th, Austin, TX"
"9220 N Ih-35, Austin, TX"
"Oltorf & Pleasent Valley, Austin, TX"
"Ledesma Rd And Mason Ave, Austin, TX"
"4404 W William Cannon Dr, Austin, TX"
"7919 East William Cannon Drive, Austin, TX"
"10600 Winchelsea Ct, Austin, TX"
"11237 Pardoners Tale Lane, Austin, TX"
"15402 Checotah Dr, Travis, TX"
"Manchaca Road And Lansing Drive, Austin, TX"
"1811 Lightsey Rd, Austin, TX"
"Kleberg Trl And Bradshaw Rd, Austin, TX"
"9201 Circuit Of The Americas, Del Valle, TX"
"10911 Thaxton  Rd, Travis, TX"
"Manchaca/Kaiser, Austin, TX"
"2502 Village Trail Circle, Austin, TX"
"7100 Bluff Springs Rd, Austin, TX"
"15208 Valerian Tea Dr, Travis, TX"
"Tanglewood, Austin, TX"
"6706 Rotunda View, Austin, TX"
"8624 Fireside Drive, Austin, TX"
"Southpark Meadows Drive And West Slaughter Lane, Austin, TX"
"10600 Georgian Dr, Austin, TX"
"13960 Rector Loop, Manor, TX"
"Thannis Way And Blue Meadow, Austin, TX"
"6203 Wing Feather Drive, Austin, TX"
"Kimble Cove, Austin, TX"
"20747 Fm 969, Austin, TX"
"12002 N Ih 35, Austin, TX"
"2800 Lyons Rd, Austin, TX"
"Spear And Emerald Forest, Austin, TX"
"Westgate And Slaughter Ln, Austin, TX"
"3801 North Lamar Boulevard, Austin, TX"
"183 Braker, Austin, TX"
"Chicon St & Riverview St, Austin, TX"
"12202 Ranch Road 620 N, Austin, TX"
"212 & Doorbell Dr, Travis, TX"
"18114 River Timber Drive, Travis, TX"
"12202 Old Stage Trl, Austin, TX"
"4400 Dovemeadow Drive, Austin, TX"
"Speedway And E Dean Keeton St, Austin, TX"
"5408 Westminister, Austin, TX"
"8707 Damita Jo Road, Manor, TX"
"9620 Beck Circle, Austin, TX"
"2001 Blue Meadow Dr, Austin, TX"
"703 Grafonts Trail, Austin, TX"
"1700 Webberwood, Travis, TX"
"1912 Riverview, Austin, TX"
"Weberville, Austin, TX"
"10012 Old Lockhart Hwy, Travis, TX"
"Roan Ln And Scenic Brook, Austin, TX"
"9932 Comely Bend, Manor, TX"
"107 Wild Senna Dr, Travis, TX"
"2814 Gonzales St, Austin, TX"
"Chimey Rock Drive And Willow Bend, Austin, TX"
"Aly May Dr And Billbrook, Austin, TX"
"7601 Dixie, Austin, TX"
"Silvermine & Red Willow, Austin, TX"
"1108 Orange Pekoe Trl, Austin, TX"
"1712 Rutland, Austin, TX"
"14709 Harcourt House Ln, Austin, TX"
"3907 South Industrial Dr, Austin, TX"
"Springdale And Webberville, Austin, TX"
"S Congress Ave & Ramble Ln, Austin, TX"
"Nelsons Oak Drive And Elk Crossing, Austin, TX"
"Cooper And Slayton, Austin, TX"
"Springdale Rd And Munson St, Austin, TX"
"901 Spence St, Austin, TX"
"11204 Moore, Travis, TX"
"Tranquilo Trail, Austin, TX"
"Parsons And Lexington, Manor, TX"
"Hokanson And Peterson, Del Valle, TX"
"North Lamar And Peyton Gin, Austin, TX"
"12821 Stoney Ridge Bend, Del Valle, TX"
"6502 S 1St, Austin, TX"
"7071 Tx 71, Austin, TX"
"2103 Granberry Dr, Austin, TX"
"5510 Ih 35 Frontage Road, Austin, TX"
"2406 Riddle Rd, Austin, TX"
"5306 George Street, Austin, TX"
"10917 Interstate 35, Austin, TX"
"2516 Palo Verde Drive, Austin, TX"
"S 1St St And W Alpine Rd, Austin, TX"
"12900 North Interstate 35 Service Road, Austin, TX"
"9603 Night Star, Austin, TX"
"726 Northwetern Ave, Austin, TX"
"11719 Spotted Horse, Austin, TX"
"9301 Hog Eye, Austin, TX"
"2100 Wickersham Dr, Austin, TX"
"2001 Kenneth Ave #A, Austin, TX"
"Moonmont And Cloudview, Austin, TX"
"Gray Farms Rd, Austin, TX"
"2336 Corta St, Austin, TX"
"6209  Hyland Cir, Austin, TX"
"514 Sacramento Drive, Austin, TX"
"Eiler Rd And Doyle Overton Rd, Austin, TX"
"1601 East Slaughter Ln, Austin, TX"
"Hickman Avenue And Patton Lane, Austin, TX"
"7303 Burleson #700, Austin, TX"
"1608 E Parmer Ln, Austin, TX"
"2003 Mestina Trail, Austin, TX"
"10200 N Lamar Blvd, Austin, TX"
"9715 Fm 620, Austin, TX"
"7201 Blessing Ave, Austin, TX"
"Dixie Dr And Conti Ct, Austin, TX"
"1937 Zach Scott, Austin, TX"
"Oltorf And Sherwood Lane, Austin, TX"
"4502 Hudson Bend, Travis, TX"
"7200 Bay City Bend, Austin, TX"
"509 Montopolis Dr, Austin, TX"
"1536 E. Anderson Ln, Austin, TX"
"6401 Starstreak Dr, Austin, TX"
"Tamworth & Sheraton, Austin, TX"
"110 Lanier Ranch Road, Hays, TX"
"11220 North Lamar Boulevard, Austin, TX"
"1024 Teapot Dr, Pflugerville, TX"
"5300 Crainway Dr., Austin, TX"
"5001 Convict Hill Rd. #1018, Austin, TX"
"5900 E Ben White Blvd, Austin, TX"
"1301 West Pecan, Pflugerville, TX"
"5118 Maulding Pass, Austin, TX"
"2400 Wickersham #183, Austin, TX"
"Fm 973 And Hwy 71, Austin, TX"
"8817 Milton Lease Drive, Austin, TX"
"West Bank Dr, Austin, TX"
"6701 Santos Street, Austin, TX"
"South 1St And Manchaca, Austin, TX"
"1445 Norseman Terrace, Austin, TX"
"Eskew Dr And Copano Dr, Austin, TX"
"1806 Perez, Austin, TX"
"Haskell St & Robery Martinez Jr St, Austin, TX"
"2000 East Riverside Drive, Austin, TX"
"1500 Faro, Austin, TX"
"11413 Tom Sassman Rd, Austin, TX"
"7103 Bennett Ave, Austin, TX"
"6806 Lexington Road, Austin, TX"
"East William Cannon And Branchwood Drive, Austin, TX"
"12703 Rhea Ct, Austin, TX"
"505 Swanee Dr Apt 102, Austin, TX"
"5700 Tapadera Trc Ln, Austin, TX"
"10300 Taylor Ln, Austin, TX"
"5900 Hammermill Run, Austin, TX"
"19400 W.T. Gallaway, Manor, TX"
"4201 S Congress, Austin, TX"
"Perry Road And Bolm Road, Austin, TX"
"1137 Brookswood, Austin, TX"
"1109 Valdez, Austin, TX"
"11304 Slippery Elm Trail, Austin, TX"
"1502 Estrellas Dr, Travis, TX"
"Ohlen & Payton Gen, Austin, TX"
"206 East Eggleston Street, Travis, TX"
"15010 Fm 1825, Pflugerville, TX"
"3605 Grant Street, Austin, TX"
"18613 Great Falls, Austin, TX"
"5705 Caroline Lane, Austin, TX"
"9040 Elroy Road, Del Valle, TX"
"504 W Applegate Dr, Austin, TX"
"12118 Walnut Park Xing, Austin, TX"
"2405 Bitter Creek Drive, Austin, TX"
"15720 Ecorio Dr, Austin, TX"
"9017 Wellesley, Austin, TX"
"2409 W. Slaughter Ln, Austin, TX"
"6008 Wagon Bend, Austin, TX"
"Spicewood Springs Rd & Mcneil Dr, Austin, TX"
"3018 Jubilee Trl, Austin, TX"
"Aldrich St And Simond Blvd, Austin, TX"
"Curlew And Kentish, Austin, TX"
"7404 Crepe Myrtle, Austin, TX"
"1309 Summer Oaks Dr, Austin, TX"
"611 W 22Nd St, Austin, TX"
"Southview And 290, Austin, TX"
"301 W 2Nd St, Austin, TX"
"6112 Speyside, Austin, TX"
"1300 Wan O War, Travis, TX"
"1500 Red River Street, Austin, TX"
"3516 Savage Springs, Austin, TX"
"6008 Parkwood, Austin, TX"
"3012 Hawks Swoop Trl, Travis, TX"
"2025 Wayward Sun Drive, Austin, TX"
"901 Valdez St, Austin, TX"
"2306 Wickersham, Austin, TX"
"11724 Research Boulevard, Austin, TX"
"18029 Basket Flower Bend, Travis, TX"
"Interstate 35 And East William Cannon Drive, Austin, TX"
"11000 Ballybunion Place, Austin, TX"
"10416 Fm 812, Travis, TX"
"10809 Strand, Austin, TX"
"13204 Wright Rd, Travis, TX"
"River Plantation Dr And Bradshwa Rd, Austin, TX"
"6300 Tannehill & Hudson, Austin, TX"
"13825 Springheath, Pflugerville, TX"
"Red Bird Ln And Blue Bird Ln, Austin, TX"
"5808 Burnet Road, Austin, TX"
"E Hwy 290 And Hwy 130, Manor, TX"
"14300 Fm 969, Austin, TX"
"Lockerbie And Pigfair, Austin, TX"
"13700 James Garfield St, Manor, TX"
"103 Franklin St, Austin, TX"
"14325 S Turnersville, Austin, TX"
"2400 Ben White, Austin, TX"
"11316 Runnel Ridge Rd, Travis, TX"
"Loyola Ln, Austin, TX"
"6906 Carwill Drive, Austin, TX"
"1812 Miles Ave, Austin, TX"
"East Yager Lane And Fm  734, Austin, TX"
"1005 North Bend Drive, Austin, TX"
"8613 Ganttcrest Dr, Austin, TX"
"5952 Hammermill Run, Austin, TX"
"Fairway St And Montopolis Dr, Austin, TX"
"Davis Ln & Guidepost Trail, Austin, TX"
"20411 Trappers Trail, Travis, TX"
"11809 Pinto Cir, Travis, TX"
"1128 Spur Street, Austin, TX"
"2005 Rosewood Ave, Austin, TX"
"12Th Street And Webbervile, Austin, TX"
"W Anderson Ln & Purnell Dr, Austin, TX"
"1412 Geoffs Drive, Austin, TX"
"183 And 1625, Austin, TX"
"Parkfield Drive And Colony Creek Drive, Austin, TX"
"60 Robert T Martinez Jr Street, Austin, TX"
"Allandale And Shoal Creek, Austin, TX"
"1201 West Live Oak Street, Austin, TX"
"3935 Shoal Creek Blvd, Austin, TX"
"6006 Mojave Dr, Austin, TX"
"15000 Maha Rd, Austin, TX"
"6609 Branch Wood Dr, Austin, TX"
"Delores Ave And Mason Ave, Austin, TX"
"9704 Giles Rd, Travis, TX"
"12204 Jacobson, Manor, TX"
"13420 Breezy Meadow Lane, Manor, TX"
"7010 W Hwy 71, Austin, TX"
"Tobler Trail And Byers Lane, Austin, TX"
"Taylor Draper Ln, Austin, TX"
"5508 Icon St, Austin, TX"
"Barge Street And Manchaca, Austin, TX"
"605 Seville Drive, Austin, TX"
"12410 Alameda Trace Cir, Austin, TX"
"11706 Rutherham Dr, Austin, TX"
"7227 E 290 Hwy, Austin, TX"
"290 Hwy & Hwy 71, Austin, TX"
"Musket Valley And Timber Heights, Austin, TX"
"1211 Glen Summer Cv, Austin, TX"
"Emerald Wood Dr, Austin, TX"
"Mlk Blvd And Nixon Ln, Austin, TX"
"Sutton Leigh'S Lane And Miss Allison'S Way, Travis, TX"
"Stoneridge Gap And Pebble Run Path, Manor, TX"
"Cromwell Circle And Wichersham Ln, Austin, TX"
"7301 N Fm 620, Austin, TX"
"34Th And 35Th Streets And Speedway, Austin, TX"
"2800 Metcalfe Road, Austin, TX"
"4700 Ledesma, Austin, TX"
"Pfluger Farm Ln And Town Center Dr, Pflugerville, TX"
"5408 Lark Creek, Austin, TX"
"East Martin Luther King Jr Boulevard And Tillery Street, Austin, TX"
"2307 Daisy Dr, Travis, TX"
"500 Fm 150, Hays, TX"
"7514 Heming Way, Austin, TX"
"1115 Ebert Ave., Austin, TX"
"11920 Wilson Parke Avenue, Austin, TX"
"Fitzhugh Ln/ Rutter, Austin, TX"
"8116 Linden Loop, Travis, TX"
"2008 W Parmer Ln, Austin, TX"
"705 Thompson St, Austin, TX"
"West Oltorf Street And Wilson Street, Austin, TX"
"2304 Peach Ct, Austin, TX"
"5211 Village Path, Austin, TX"
"11111 Research Boulevard, Austin, TX"
"Dessau And Wells Branch Pkwy, Austin, TX"
"Anderson Mill And Old Mill Road, Travis, TX"
"4707 Lake Champlain Lane, Austin, TX"
"10608 Slaughter Creek, Austin, TX"
"7000 E Ben White, Austin, TX"
"7009 South Ih 35 Frontage Road, Austin, TX"
"1625 Fm-183, Austin, TX"
"15Th Street And Congress Avenue, Austin, TX"
"Dalton Ln And Hawkins Ln, Austin, TX"
"13408 Anacapo Cv, Austin, TX"
"2603 Jones Road, Austin, TX"
"Varrelman St And Sojourner, Austin, TX"
"Cameron Rd & Hwy 290, Austin, TX"
"6504 S 1St St Unit 103, Austin, TX"
"2400 S Congress Ave, Austin, TX"
"Holli St And Navasota St, Austin, TX"
"4700 Palisade, Austin, TX"
"2025 W Ben White Blvd, Austin, TX"
"Braker And Hwy 290, Austin, TX"
"4535 Tx-71, Del Valle, TX"
"Kellam Road And Pearce Lane, Travis, TX"
"4534 Westgate, Austin, TX"
"3012 Guerra, Austin, TX"
"Dessau Road And East Parmer Lane, Austin, TX"
"5107 Lamba Lane, Austin, TX"
"West Riverside Drive And South Lamar Boulevard, Austin, TX"
"2108 Barton Hills Drive, Austin, TX"
"1601 Royal Crest Drive, Austin, TX"
"1600 Scenic Drive, Austin, TX"
"11720 Fm 1826, Austin, TX"
"12609 Dessau Rd, Travis, TX"
"3320 Clarksburg, Austin, TX"
"13127 Elmgrove Road, Travis, TX"
"Steck Ave And North Mopac Expy, Austin, TX"
"51St And Bennett, Austin, TX"
"8700 Brody Ln, Austin, TX"
"12700 Ring Drive, Manor, TX"
"3419 West Slaughter Lane, Austin, TX"
"6115 Marigold Terrace, Austin, TX"
"2303 Santa Maria Street, Austin, TX"
"Southridge Dr And Clawson, Austin, TX"
"9721 Arboretum Blvd, Austin, TX"
"8900 North Interstate 35 Serviceroad Southbound, Austin, TX"
"1307 East 52Nd Street, Austin, TX"
"5402 Darlington Ln, Austin, TX"
"2317 South Pleasent Valley Road, Austin, TX"
"2101 Speedway, Austin, TX"
"E Rundberg Ln & N Creek Dr, Austin, TX"
"Fm 969, Manor, TX"
"Metric Blvd & Kramer Ln, Austin, TX"
"Fairfield, Austin, TX"
"South 1St Street And Blue Valley Drive, Austin, TX"
"8111 View Ridge Dr, Austin, TX"
"W Slaughter Ln And Manchaca Rd, Austin, TX"
"9230 Neils Thompson, Austin, TX"
"2721 E Howard Ln, Travis, TX"
"Tom Miller/Cal Rodgers, Austin, TX"
"Slaughter, Austin, TX"
"Rowe Ln And Algreg St, Pflugerville, TX"
"Oltorf And I 35, Austin, TX"
"105 W Covington Dr, Austin, TX"
"Frate Barker And Manchaca, Austin, TX"
"6901 Star Drive, Austin, TX"
"3203 Loyola, Austin, TX"
"N Ih 35 And Puryear Rd, Austin, TX"
"10114 Rodriguez Rd, Travis, TX"
"4600 Best Way, Travis, TX"
"2212 Mission Hill Drive, Austin, TX"
"Burnet And 183, Austin, TX"
"East Martin Luther King Jr Boulevard Anded Bl, Austin, TX"
"Canterbury Trails Subdivision, Austin, TX"
"Paisano Trail & Brodie Lane, Austin, TX"
"11807 Hardwood Trl, Austin, TX"
"6900 Bill Hughes, Austin, TX"
"1901 E Anderson Lane, Austin, TX"
"16529 Decker Creek Dr, Austin, TX"
"8621 Damita Jo Dr, Travis, TX"
"2903 Spring Circle, Austin, TX"
"South First And Ben White, Austin, TX"
"7500 S. Ladera St., Austin, TX"
"13312 Guarnere, Del Valle, TX"
"1910 Canterbury, Austin, TX"
"5105 Cloverdale Lane, Austin, TX"
"8615 Putnam Dr, Austin, TX"
"Farm To Market Road 973 And Tinajero Way, Manor, TX"
"County Line Rd And Highway 95, Travis, TX"
"618 W Powell Ln, Austin, TX"
"10601 Ranch Rd 2222, Austin, TX"
"6702 Ripple Run, Austin, TX"
"Tensley And Linton, Austin, TX"
"2311 South 5Th Street, Austin, TX"
"10801 Old San Antonio Road, Austin, TX"
"Stonehollow Dr And Gracy Farms, Austin, TX"
"Signal Point And Alondra Lane, Austin, TX"
"2306 Thrasher Lane, Austin, TX"
"Bennet And 52Nd, Austin, TX"
"1773 Wells Branch Parkway, Austin, TX"
"Montopolis/Riverside, Austin, TX"
"12809 Thomas Jefferson Street, Travis, TX"
"Annie Oakley And Masterson Pass, Austin, TX"
"8309 N Ih 35, Austin, TX"
"5401 Tierra Alta Circle, Del Valle, TX"
"4210 S. Congress, Austin, TX"
"Innes View Road, Austin, TX"
"14975 Swiss Dr, Travis, TX"
"Stassney & Ih 35, Austin, TX"
"Berkman/Coronado Hills, Austin, TX"
"6600 Elm Creek Ln Unit 81, Austin, TX"
"13500 Lazyridge & Millhouse, Travis, TX"
"9233 La Siesta, Austin, TX"
"10503 Brownie #A, Austin, TX"
"8003 Caribou Parke Cv, Austin, TX"
"Hernandez Senior Rd And Comal St, Austin, TX"
"11803 Pollyanna Ave, Austin, TX"
"5617 Jfk, Travis, TX"
"4404 Oltorf Street, Austin, TX"
"Silverstone And Poinsetta, Austin, TX"
"Brodie Ln And Slaughter Ln, Austin, TX"
"Spearson Lane And William Cannon, Austin, TX"
"1021 Oatmeal, Travis, TX"
"18649 Dry Pond Drive, Pflugerville, TX"
"2933 E 13Th St, Austin, TX"
"W St Johns Ave And Hardy Dr, Austin, TX"
"555 North Ih 35, Williamson, TX"
"4608 Leslie Ave, Austin, TX"
"Alondra Lane And Pinon Vista Drive, Austin, TX"
"Denson Dr And Burns St, Austin, TX"
"5710 Jacqueline, Travis, TX"
"1406 Dale Drive, Austin, TX"
"6109 River Place, Austin, TX"
"9300 I-35, Austin, TX"
"11000 Middle Fiskville Road, Austin, TX"
"6401 Melrose Trail, Austin, TX"
"William Cannon And Westgate, Austin, TX"
"2312 Shoal Creek Blvd, Austin, TX"
"Boulder Pass And Killingsworth Ln, Pflugerville, TX"
"6600 Fm 969, Austin, TX"
"715 E 8Th St, Austin, TX"
"North Ih35 And East Braker Lane, Austin, TX"
"8207 Sam Rayburn, Austin, TX"
"Woodward St And San Marino Dr, Austin, TX"
"16701 Pearce Lane, Del Valle, TX"
"1614 Chippeway, Austin, TX"
"Tech Ridge Boulevard And East Yager Lane, Austin, TX"
"34 Robert T Martinez Jr St, Austin, TX"
"Us 183 And Loyola Lane, Austin, TX"
"5706 Viewpoint Drive, Austin, TX"
"Oak Springs Dr & Gunter St, Austin, TX"
"4902 Maufrais Ln, Austin, TX"
"6003 Leisure Run, Austin, TX"
"816 West North Loop Boulevard, Austin, TX"
"03 Montopolis Drive, Austin, TX"
"2501 Wickersham And East Oltorf Street, Austin, TX"
"8402 Moccasin Path, Austin, TX"
"Perkins Dr And Bluff Springs Dr, Austin, TX"
"South Lamar And Cesar Chavez, Austin, TX"
"4900 St Elmo, Austin, TX"
"2317 Kale Drive, Travis, TX"
"5621 Thunder Gulch Dr, Del Valle, TX"
"Congress Ave & E 5Th St, Austin, TX"
"Loyola Lane And Wentworth Drive, Austin, TX"
"2300 E 2Nd, Austin, TX"
"2904 Cohoba Drive, Austin, TX"
"15310 Fagerquist Rd, Del Valle, TX"
"515 Vargas, Austin, TX"
"3101 E Hwy 71, Austin, TX"
"9226 Jollyville Road, Austin, TX"
"5728 Wellington, Austin, TX"
"1108 Kramer, Austin, TX"
"Peaerce Lane, Austin, TX"
"4501 Dudmar, Austin, TX"
"5909 Alsace Trail, Austin, TX"
"Dessau Rd And J Lane, Austin, TX"
"Rutherford B Hayes St And James Garfield St, Manor, TX"
"5313 South Pleasant Valley Road, Austin, TX"
"2305 East 7Th Street, Austin, TX"
"2005 Deer Run, Austin, TX"
"7504 Bennet Ave, Austin, TX"
"8312 Cahill Dr, Austin, TX"
"305 Yager, Austin, TX"
"2801 La Frontera Blvd, Round Rock, TX"
"1708 Patton Lane, Austin, TX"
"E Martin Luther King Jr Blvd And Airport Blvd, Austin, TX"
"10701 Sourh First Street, Austin, TX"
"600 Barwood, Austin, TX"
"5400 Jain Lane, Austin, TX"
"12421 Zeller Ln, Austin, TX"
"Lamar And 183, Austin, TX"
"800 Guadalupe, Austin, TX"
"1500 S. Lamar, Austin, TX"
"Burleson And Toll 130, Del Valle, TX"
"8603 Fathom Cir, Austin, TX"
"6208 Palm Cir, Austin, TX"
"Slaughter Lane And South First Street, Austin, TX"
"Tech Ridge Blvd And E Parmer Ln, Austin, TX"
"10504 Mc Millian Dr, Austin, TX"
"Cedar Edge Drive, Austin, TX"
"Wesal, Austin, TX"
"1422 Broadmoor, Austin, TX"
"North Lamar And 51St, Austin, TX"
"287 Venture Blvd S, Lago Vista, TX"
"6900 Blessing Avenue And Camino La Costa, Austin, TX"
"206 West 38Th, Austin, TX"
"2108 Kipling Drive, Austin, TX"
"6500 Blk Moonglow, Austin, TX"
"5809 Buffalo Pass, Austin, TX"
"1170 Poquito St, Austin, TX"
"Lamplight Village Ave And Singletree Ave, Austin, TX"
"Nash Hernandez Senior Rd And East Ave, Austin, TX"
